0	1
joy	Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer
sadness	Death of a relative.
fear	When I was bringing in the shopping and nearly stood on a snake.
fear	"In 1960,  I was going to a school which was near my village and I  
met a lion on the way, which disappeared suddenly."
joy	The day I learnt that I had been admitted to the university.
sadness	"I had had a farewell party at the place where I had been working  
for a year.  That night I could not fall off to sleep.  I was sad  
thinking that I would not see my nice fellow workers again."
anger	When colliding with my car. I myself was to blame.
anger	This special report interrupting #bachelorinparadise #pissed
joy	I stopped working (had a boring job).
fear	"While watching TV (a war movie), I felt a strong fear of death,  
threat and fear of loosing people close to me."
sadness	"Finding out that my grandfather had died. He lived in England and  
I had not seen him for 10 years."
sadness	When you have 15 doe run the opposite side of you 🙁 #depression
anger	@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.
joy	My sister gave birth to twins, healthy ones.
anger	..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!
anger	When I talk to silly, petty-minded and unmanageable people.
sadness	But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick
joy	"[ Cycling in the spring sunshine gives me such delight.   
Happiness is to be healthy, my wonderful finance.  Simply being  
here on earth.]"
joy	Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent
anger	"During the Summer, at my workplace, a person kept interfering  
with my tasks and making unfounded remarks.  I felt hatred for  
him but it stopped when I realized that he just longed for attention."
anger	I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer
fear	When I nearly collided with another car.
joy	@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊
sadness	I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol
joy	"[ During a certain period, I felt successful and extremely satisfied.    
When I found that any tasks or decisions that I had made were better   
than expected.]"
joy	"I felt joy when I passed my Malawi School Certificate of  
Education."
joy	"When in the end of a semester I got the approval in a matter that  
I judged very difficult."
fear	I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am
sadness	When I heard of the death of my mother.
sadness	When I heard the news that my grandfather had died.
joy	Peter is aesthetically pleasing to look at
sadness	"I suddenly found that those whom I considerered to be my good  
friends did not care for me.  Although I could still be with them  
I felt unimportant.  I deeply thought about the reason behind  
this so as to see who was responsible for this.  Finally I made  
up my mind and decided not to expect too much from them.  I was  
sad when I decided that they were no longer my good friends."
anger	"When a boy tried to fool me so he would be OK trying to show me  
that he is a gook boy."
sadness	@NicKeaney Hope they refuse :( x #depressing
fear	My #anxiety is rising tonight and I'm not sure why. Sometimes I wonder if I'm a magnet for any free-floating anxiety in the universe.
fear	@ColleenRich Exactly! #horror
anger	My bicycle was demolished.
sadness	@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??
sadness	Getting ill.
fear	"When a friend of mine discussed with me, I felt fear of losing  
her. This occurred because we had a missunderstanding between  
mutual colleagues."
fear	"I was very startled when, at night at 2.00 am, a boy approached  
me and yelled ""I fuck you"", then however he stopped and laughed at  
me."
joy	"When I started a relation with a girl, with whom I have fallen in  
love already some time ago."
sadness	"I felt sadness when I notice that I'm not important for a  
determinate person. We do many things for a friend, and we see  
soon after, that he doesn't do anything for us, nor thinks of us."
anger	Once again my parents distroyed a relationship.
joy	"When I met again a great friend and talked a little while with  
him. When I see again another I miss."
